County,Year,Deaths,County_Name,State
"Mahoning County, OH",2008.0,42.0,Mahoning County, OH
"Mahoning County, OH",2009.0,27.0,Mahoning County, OH
"Mahoning County, OH",2010.0,50.0,Mahoning County, OH
"Mahoning County, OH",2011.0,47.0,Mahoning County, OH
"Mahoning County, OH",2012.0,47.0,Mahoning County, OH
"Mahoning County, OH",2013.0,41.0,Mahoning County, OH
"Mahoning County, OH",2014.0,48.0,Mahoning County, OH
"Mahoning County, OH",2015.0,60.0,Mahoning County, OH
"Manatee County, FL",2003.0,42.0,Manatee County, FL
"Manatee County, FL",2004.0,46.0,Manatee County, FL
"Manatee County, FL",2005.0,43.0,Manatee County, FL
"Manatee County, FL",2006.0,43.0,Manatee County, FL
"Manatee County, FL",2007.0,46.0,Manatee County, FL
"Manatee County, FL",2008.0,45.0,Manatee County, FL
"Manatee County, FL",2009.0,58.0,Manatee County, FL
"Manatee County, FL",2010.0,61.0,Manatee County, FL
"Manatee County, FL",2011.0,63.0,Manatee County, FL
"Manatee County, FL",2012.0,40.0,Manatee County, FL
"Manatee County, FL",2013.0,50.0,Manatee County, FL
"Manatee County, FL",2014.0,80.0,Manatee County, FL
"Manatee County, FL",2015.0,137.0,Manatee County, FL
"Manistee County, MI",2011.0,10.0,Manistee County, MI
"Manitowoc County, WI",2014.0,12.0,Manitowoc County, WI
"Manitowoc County, WI",2015.0,12.0,Manitowoc County, WI
"Marathon County, WI",2015.0,12.0,Marathon County, WI
"Maricopa County, AZ",2003.0,352.0,Maricopa County, AZ
"Maricopa County, AZ",2004.0,385.0,Maricopa County, AZ
"Maricopa County, AZ",2005.0,437.0,Maricopa County, AZ
"Maricopa County, AZ",2006.0,517.0,Maricopa County, AZ
"Maricopa County, AZ",2007.0,479.0,Maricopa County, AZ
"Maricopa County, AZ",2008.0,456.0,Maricopa County, AZ
"Maricopa County, AZ",2009.0,512.0,Maricopa County, AZ
"Maricopa County, AZ",2010.0,556.0,Maricopa County, AZ
"Maricopa County, AZ",2011.0,555.0,Maricopa County, AZ
"Maricopa County, AZ",2012.0,594.0,Maricopa County, AZ
"Maricopa County, AZ",2013.0,679.0,Maricopa County, AZ
"Maricopa County, AZ",2014.0,641.0,Maricopa County, AZ
"Maricopa County, AZ",2015.0,683.0,Maricopa County, AZ
"Marin County, CA",2003.0,19.0,Marin County, CA
"Marin County, CA",2004.0,16.0,Marin County, CA
"Marin County, CA",2005.0,16.0,Marin County, CA
"Marin County, CA",2006.0,14.0,Marin County, CA
"Marin County, CA",2007.0,30.0,Marin County, CA
"Marin County, CA",2008.0,14.0,Marin County, CA
"Marin County, CA",2009.0,22.0,Marin County, CA
"Marin County, CA",2010.0,28.0,Marin County, CA
"Marin County, CA",2011.0,13.0,Marin County, CA
"Marin County, CA",2012.0,27.0,Marin County, CA
"Marin County, CA",2013.0,29.0,Marin County, CA
"Marin County, CA",2014.0,10.0,Marin County, CA
"Marin County, CA",2015.0,14.0,Marin County, CA
"Marion County, FL",2003.0,33.0,Marion County, FL
"Marion County, FL",2004.0,18.0,Marion County, FL
"Marion County, FL",2005.0,28.0,Marion County, FL
"Marion County, FL",2006.0,55.0,Marion County, FL
"Marion County, FL",2007.0,30.0,Marion County, FL
"Marion County, FL",2008.0,38.0,Marion County, FL
"Marion County, FL",2009.0,53.0,Marion County, FL
"Marion County, FL",2010.0,51.0,Marion County, FL
"Marion County, FL",2011.0,46.0,Marion County, FL
"Marion County, FL",2012.0,44.0,Marion County, FL
"Marion County, FL",2013.0,45.0,Marion County, FL
"Marion County, FL",2014.0,47.0,Marion County, FL
"Marion County, FL",2015.0,42.0,Marion County, FL
"Marion County, IL",2010.0,10.0,Marion County, IL
"Marion County, IN",2003.0,74.0,Marion County, IN
"Marion County, IN",2004.0,80.0,Marion County, IN
"Marion County, IN",2005.0,79.0,Marion County, IN
"Marion County, IN",2006.0,101.0,Marion County, IN
"Marion County, IN",2007.0,111.0,Marion County, IN
"Marion County, IN",2008.0,136.0,Marion County, IN
"Marion County, IN",2009.0,124.0,Marion County, IN
"Marion County, IN",2010.0,135.0,Marion County, IN
"Marion County, IN",2011.0,136.0,Marion County, IN
"Marion County, IN",2012.0,168.0,Marion County, IN
"Marion County, IN",2013.0,183.0,Marion County, IN
"Marion County, IN",2014.0,228.0,Marion County, IN
"Marion County, IN",2015.0,232.0,Marion County, IN
"Marion County, OH",2011.0,13.0,Marion County, OH
"Marion County, OH",2012.0,19.0,Marion County, OH
"Marion County, OH",2013.0,18.0,Marion County, OH
"Marion County, OH",2014.0,27.0,Marion County, OH
"Marion County, OH",2015.0,22.0,Marion County, OH
"Marion County, OR",2003.0,23.0,Marion County, OR
"Marion County, OR",2004.0,11.0,Marion County, OR
"Marion County, OR",2005.0,26.0,Marion County, OR
"Marion County, OR",2006.0,23.0,Marion County, OR
"Marion County, OR",2007.0,29.0,Marion County, OR
"Marion County, OR",2008.0,19.0,Marion County, OR
"Marion County, OR",2009.0,29.0,Marion County, OR
"Marion County, OR",2010.0,32.0,Marion County, OR
"Marion County, OR",2011.0,24.0,Marion County, OR
"Marion County, OR",2012.0,30.0,Marion County, OR
"Marion County, OR",2013.0,12.0,Marion County, OR
"Marion County, OR",2014.0,11.0,Marion County, OR
"Marion County, OR",2015.0,26.0,Marion County, OR
"Marion County, WV",2007.0,12.0,Marion County, WV
"Marquette County, MI",2013.0,10.0,Marquette County, MI
"Marquette County, MI",2015.0,12.0,Marquette County, MI
"Marshall County, AL",2012.0,11.0,Marshall County, AL
"Marshall County, AL",2013.0,13.0,Marshall County, AL
"Marshall County, AL",2014.0,19.0,Marshall County, AL
"Marshall County, AL",2015.0,24.0,Marshall County, AL
"Martin County, FL",2003.0,15.0,Martin County, FL
"Martin County, FL",2004.0,16.0,Martin County, FL
"Martin County, FL",2005.0,25.0,Martin County, FL
"Martin County, FL",2006.0,17.0,Martin County, FL
"Martin County, FL",2007.0,27.0,Martin County, FL
"Martin County, FL",2008.0,22.0,Martin County, FL
"Martin County, FL",2009.0,24.0,Martin County, FL
"Martin County, FL",2010.0,20.0,Martin County, FL
"Martin County, FL",2011.0,22.0,Martin County, FL
"Martin County, FL",2012.0,17.0,Martin County, FL
"Martin County, FL",2013.0,18.0,Martin County, FL
"Martin County, FL",2014.0,16.0,Martin County, FL
"Martin County, FL",2015.0,23.0,Martin County, FL
"Martin County, KY",2015.0,10.0,Martin County, KY
"Mason County, WA",2012.0,14.0,Mason County, WA
"Mason County, WA",2013.0,10.0,Mason County, WA
"Mason County, WA",2015.0,10.0,Mason County, WA
"Mason County, WV",2007.0,11.0,Mason County, WV
"Mason County, WV",2014.0,12.0,Mason County, WV
"Matanuska-Susitna Borough, AK",2003.0,11.0,Matanuska-Susitna Borough, AK
"Matanuska-Susitna Borough, AK",2006.0,13.0,Matanuska-Susitna Borough, AK
"Matanuska-Susitna Borough, AK",2007.0,10.0,Matanuska-Susitna Borough, AK
"Matanuska-Susitna Borough, AK",2008.0,18.0,Matanuska-Susitna Borough, AK
"Matanuska-Susitna Borough, AK",2009.0,15.0,Matanuska-Susitna Borough, AK
"Matanuska-Susitna Borough, AK",2010.0,10.0,Matanuska-Susitna Borough, AK
"Matanuska-Susitna Borough, AK",2011.0,17.0,Matanuska-Susitna Borough, AK
"Matanuska-Susitna Borough, AK",2012.0,21.0,Matanuska-Susitna Borough, AK
"Matanuska-Susitna Borough, AK",2013.0,10.0,Matanuska-Susitna Borough, AK
"Matanuska-Susitna Borough, AK",2014.0,17.0,Matanuska-Susitna Borough, AK
"Matanuska-Susitna Borough, AK",2015.0,13.0,Matanuska-Susitna Borough, AK
"Maui County, HI",2011.0,32.0,Maui County, HI
"Maui County, HI",2012.0,17.0,Maui County, HI
"Maui County, HI",2013.0,16.0,Maui County, HI
"Maui County, HI",2014.0,18.0,Maui County, HI
"Maui County, HI",2015.0,17.0,Maui County, HI
"Maury County, TN",2008.0,11.0,Maury County, TN
"Maury County, TN",2010.0,13.0,Maury County, TN
"Maury County, TN",2012.0,15.0,Maury County, TN
"Maury County, TN",2014.0,18.0,Maury County, TN
"Maury County, TN",2015.0,13.0,Maury County, TN
"Mayes County, OK",2010.0,11.0,Mayes County, OK
"Mayes County, OK",2014.0,10.0,Mayes County, OK
"Mayes County, OK",2015.0,12.0,Mayes County, OK
"Mc Kean County, PA",2015.0,11.0,Mc Kean County, PA
"McClain County, OK",2015.0,10.0,McClain County, OK
"McCracken County, KY",2005.0,10.0,McCracken County, KY
"McCracken County, KY",2006.0,13.0,McCracken County, KY
"McCracken County, KY",2010.0,11.0,McCracken County, KY
"McCracken County, KY",2011.0,13.0,McCracken County, KY
"McCracken County, KY",2012.0,18.0,McCracken County, KY
"McCracken County, KY",2013.0,16.0,McCracken County, KY
"McCracken County, KY",2014.0,15.0,McCracken County, KY
"McCurtain County, OK",2009.0,10.0,McCurtain County, OK
"McCurtain County, OK",2012.0,10.0,McCurtain County, OK
"McDowell County, NC",2007.0,13.0,McDowell County, NC
"McDowell County, NC",2008.0,14.0,McDowell County, NC
"McDowell County, WV",2007.0,15.0,McDowell County, WV
"McDowell County, WV",2008.0,22.0,McDowell County, WV
"McDowell County, WV",2010.0,21.0,McDowell County, WV
"McDowell County, WV",2011.0,24.0,McDowell County, WV
"McDowell County, WV",2012.0,13.0,McDowell County, WV
"McDowell County, WV",2013.0,19.0,McDowell County, WV
"McDowell County, WV",2015.0,24.0,McDowell County, WV
"McHenry County, IL",2003.0,13.0,McHenry County, IL
"McHenry County, IL",2004.0,16.0,McHenry County, IL
"McHenry County, IL",2005.0,18.0,McHenry County, IL
"McHenry County, IL",2006.0,18.0,McHenry County, IL
"McHenry County, IL",2007.0,16.0,McHenry County, IL
"McHenry County, IL",2008.0,26.0,McHenry County, IL
"McHenry County, IL",2009.0,31.0,McHenry County, IL
"McHenry County, IL",2010.0,32.0,McHenry County, IL
"McHenry County, IL",2011.0,27.0,McHenry County, IL
"McHenry County, IL",2012.0,40.0,McHenry County, IL
"McHenry County, IL",2013.0,28.0,McHenry County, IL
"McHenry County, IL",2014.0,30.0,McHenry County, IL
"McHenry County, IL",2015.0,38.0,McHenry County, IL
"McKinley County, NM",2005.0,11.0,McKinley County, NM
"McLean County, IL",2003.0,10.0,McLean County, IL
"McLean County, IL",2005.0,11.0,McLean County, IL
"McLean County, IL",2007.0,13.0,McLean County, IL
"McLean County, IL",2008.0,15.0,McLean County, IL
"McLean County, IL",2009.0,19.0,McLean County, IL
"McLean County, IL",2010.0,12.0,McLean County, IL
"McLean County, IL",2011.0,10.0,McLean County, IL
"McLean County, IL",2012.0,24.0,McLean County, IL
"McLean County, IL",2013.0,10.0,McLean County, IL
"McLean County, IL",2014.0,19.0,McLean County, IL
"McLean County, IL",2015.0,18.0,McLean County, IL
"McLennan County, TX",2004.0,11.0,McLennan County, TX
"McLennan County, TX",2005.0,10.0,McLennan County, TX
"McLennan County, TX",2006.0,15.0,McLennan County, TX
"McLennan County, TX",2007.0,12.0,McLennan County, TX
"McLennan County, TX",2009.0,12.0,McLennan County, TX
"McLennan County, TX",2010.0,14.0,McLennan County, TX
"McLennan County, TX",2012.0,20.0,McLennan County, TX
"McLennan County, TX",2013.0,11.0,McLennan County, TX
"McLennan County, TX",2014.0,13.0,McLennan County, TX
"McLennan County, TX",2015.0,21.0,McLennan County, TX
"McMinn County, TN",2007.0,10.0,McMinn County, TN
"McMinn County, TN",2010.0,18.0,McMinn County, TN
"McMinn County, TN",2011.0,12.0,McMinn County, TN
"McMinn County, TN",2014.0,11.0,McMinn County, TN
"McNairy County, TN",2015.0,10.0,McNairy County, TN
"Mecklenburg County, NC",2003.0,38.0,Mecklenburg County, NC
"Mecklenburg County, NC",2004.0,40.0,Mecklenburg County, NC
"Mecklenburg County, NC",2005.0,50.0,Mecklenburg County, NC
"Mecklenburg County, NC",2006.0,48.0,Mecklenburg County, NC
"Mecklenburg County, NC",2007.0,50.0,Mecklenburg County, NC
"Mecklenburg County, NC",2008.0,53.0,Mecklenburg County, NC
"Mecklenburg County, NC",2009.0,37.0,Mecklenburg County, NC
"Mecklenburg County, NC",2010.0,43.0,Mecklenburg County, NC
"Mecklenburg County, NC",2011.0,59.0,Mecklenburg County, NC
"Mecklenburg County, NC",2012.0,71.0,Mecklenburg County, NC
"Mecklenburg County, NC",2013.0,59.0,Mecklenburg County, NC
"Mecklenburg County, NC",2014.0,87.0,Mecklenburg County, NC
"Mecklenburg County, NC",2015.0,98.0,Mecklenburg County, NC
"Medina County, OH",2009.0,11.0,Medina County, OH
"Medina County, OH",2011.0,12.0,Medina County, OH
"Medina County, OH",2012.0,17.0,Medina County, OH
"Medina County, OH",2013.0,14.0,Medina County, OH
"Medina County, OH",2014.0,17.0,Medina County, OH
"Medina County, OH",2015.0,27.0,Medina County, OH
"Mendocino County, CA",2003.0,15.0,Mendocino County, CA
"Mendocino County, CA",2006.0,13.0,Mendocino County, CA
"Mendocino County, CA",2007.0,18.0,Mendocino County, CA
"Mendocino County, CA",2009.0,12.0,Mendocino County, CA
"Mendocino County, CA",2010.0,11.0,Mendocino County, CA
"Mendocino County, CA",2011.0,13.0,Mendocino County, CA
"Mendocino County, CA",2013.0,20.0,Mendocino County, CA
"Mendocino County, CA",2014.0,21.0,Mendocino County, CA
"Mendocino County, CA",2015.0,15.0,Mendocino County, CA
"Merced County, CA",2003.0,18.0,Merced County, CA
"Merced County, CA",2004.0,11.0,Merced County, CA
"Merced County, CA",2005.0,14.0,Merced County, CA
"Merced County, CA",2007.0,16.0,Merced County, CA
"Merced County, CA",2008.0,22.0,Merced County, CA
"Merced County, CA",2009.0,16.0,Merced County, CA
"Merced County, CA",2010.0,23.0,Merced County, CA
"Merced County, CA",2011.0,27.0,Merced County, CA
"Merced County, CA",2012.0,30.0,Merced County, CA
"Merced County, CA",2013.0,26.0,Merced County, CA
"Merced County, CA",2014.0,26.0,Merced County, CA
"Merced County, CA",2015.0,29.0,Merced County, CA
"Mercer County, NJ",2003.0,15.0,Mercer County, NJ
"Mercer County, NJ",2004.0,14.0,Mercer County, NJ
"Mercer County, NJ",2005.0,16.0,Mercer County, NJ
"Mercer County, NJ",2007.0,26.0,Mercer County, NJ
"Mercer County, NJ",2008.0,16.0,Mercer County, NJ
"Mercer County, NJ",2010.0,34.0,Mercer County, NJ
"Mercer County, NJ",2011.0,32.0,Mercer County, NJ
"Mercer County, NJ",2012.0,31.0,Mercer County, NJ
"Mercer County, NJ",2013.0,40.0,Mercer County, NJ
"Mercer County, NJ",2014.0,37.0,Mercer County, NJ
"Mercer County, NJ",2015.0,57.0,Mercer County, NJ
"Mercer County, PA",2003.0,13.0,Mercer County, PA
"Mercer County, PA",2004.0,13.0,Mercer County, PA
"Mercer County, PA",2005.0,20.0,Mercer County, PA
"Mercer County, PA",2006.0,11.0,Mercer County, PA
"Mercer County, PA",2007.0,23.0,Mercer County, PA
"Mercer County, PA",2008.0,18.0,Mercer County, PA
"Mercer County, PA",2009.0,23.0,Mercer County, PA
"Mercer County, PA",2010.0,17.0,Mercer County, PA
"Mercer County, PA",2011.0,14.0,Mercer County, PA
"Mercer County, PA",2012.0,19.0,Mercer County, PA
"Mercer County, PA",2013.0,24.0,Mercer County, PA
"Mercer County, PA",2014.0,26.0,Mercer County, PA
"Mercer County, PA",2015.0,11.0,Mercer County, PA
"Mercer County, WV",2003.0,11.0,Mercer County, WV
"Mercer County, WV",2004.0,12.0,Mercer County, WV
"Mercer County, WV",2006.0,16.0,Mercer County, WV
"Mercer County, WV",2007.0,21.0,Mercer County, WV
"Mercer County, WV",2008.0,26.0,Mercer County, WV
"Mercer County, WV",2010.0,28.0,Mercer County, WV
"Mercer County, WV",2011.0,46.0,Mercer County, WV
"Mercer County, WV",2012.0,34.0,Mercer County, WV
"Mercer County, WV",2013.0,21.0,Mercer County, WV
"Mercer County, WV",2014.0,37.0,Mercer County, WV
"Mercer County, WV",2015.0,30.0,Mercer County, WV
"Merrimack County, NH",2003.0,14.0,Merrimack County, NH
"Merrimack County, NH",2004.0,14.0,Merrimack County, NH
"Merrimack County, NH",2005.0,17.0,Merrimack County, NH
"Merrimack County, NH",2007.0,18.0,Merrimack County, NH
"Merrimack County, NH",2008.0,16.0,Merrimack County, NH
"Merrimack County, NH",2011.0,14.0,Merrimack County, NH
"Merrimack County, NH",2013.0,15.0,Merrimack County, NH
"Merrimack County, NH",2014.0,34.0,Merrimack County, NH
"Merrimack County, NH",2015.0,26.0,Merrimack County, NH
"Mesa County, CO",2008.0,10.0,Mesa County, CO
"Mesa County, CO",2009.0,14.0,Mesa County, CO
"Mesa County, CO",2010.0,11.0,Mesa County, CO
"Mesa County, CO",2011.0,15.0,Mesa County, CO
"Mesa County, CO",2012.0,14.0,Mesa County, CO
"Mesa County, CO",2013.0,14.0,Mesa County, CO
"Mesa County, CO",2014.0,17.0,Mesa County, CO
"Mesa County, CO",2015.0,26.0,Mesa County, CO
"Miami County, OH",2005.0,11.0,Miami County, OH
"Miami County, OH",2007.0,12.0,Miami County, OH
"Miami County, OH",2008.0,21.0,Miami County, OH
"Miami County, OH",2010.0,14.0,Miami County, OH
"Miami County, OH",2011.0,14.0,Miami County, OH
"Miami County, OH",2012.0,16.0,Miami County, OH
"Miami County, OH",2013.0,12.0,Miami County, OH
"Miami County, OH",2014.0,19.0,Miami County, OH
"Miami County, OH",2015.0,17.0,Miami County, OH
"Miami-Dade County, FL",2003.0,99.0,Miami-Dade County, FL
"Miami-Dade County, FL",2004.0,121.0,Miami-Dade County, FL
"Miami-Dade County, FL",2005.0,135.0,Miami-Dade County, FL
"Miami-Dade County, FL",2006.0,135.0,Miami-Dade County, FL
"Miami-Dade County, FL",2007.0,110.0,Miami-Dade County, FL
"Miami-Dade County, FL",2008.0,119.0,Miami-Dade County, FL
"Miami-Dade County, FL",2009.0,122.0,Miami-Dade County, FL
"Miami-Dade County, FL",2010.0,91.0,Miami-Dade County, FL
"Miami-Dade County, FL",2011.0,109.0,Miami-Dade County, FL
"Miami-Dade County, FL",2012.0,111.0,Miami-Dade County, FL
"Miami-Dade County, FL",2013.0,104.0,Miami-Dade County, FL
"Miami-Dade County, FL",2014.0,121.0,Miami-Dade County, FL
"Miami-Dade County, FL",2015.0,169.0,Miami-Dade County, FL
"Middlesex County, CT",2004.0,15.0,Middlesex County, CT
"Middlesex County, CT",2007.0,18.0,Middlesex County, CT
"Middlesex County, CT",2008.0,18.0,Middlesex County, CT
"Middlesex County, CT",2009.0,12.0,Middlesex County, CT
"Middlesex County, CT",2010.0,22.0,Middlesex County, CT
"Middlesex County, CT",2011.0,17.0,Middlesex County, CT
"Middlesex County, CT",2012.0,22.0,Middlesex County, CT
"Middlesex County, CT",2013.0,19.0,Middlesex County, CT
"Middlesex County, CT",2014.0,32.0,Middlesex County, CT
"Middlesex County, CT",2015.0,40.0,Middlesex County, CT
"Middlesex County, MA",2003.0,147.0,Middlesex County, MA
"Middlesex County, MA",2004.0,113.0,Middlesex County, MA
"Middlesex County, MA",2005.0,147.0,Middlesex County, MA
"Middlesex County, MA",2006.0,137.0,Middlesex County, MA
"Middlesex County, MA",2007.0,164.0,Middlesex County, MA
"Middlesex County, MA",2008.0,146.0,Middlesex County, MA
"Middlesex County, MA",2009.0,147.0,Middlesex County, MA
"Middlesex County, MA",2010.0,137.0,Middlesex County, MA
"Middlesex County, MA",2011.0,174.0,Middlesex County, MA
"Middlesex County, MA",2012.0,141.0,Middlesex County, MA
"Middlesex County, MA",2013.0,167.0,Middlesex County, MA
"Middlesex County, MA",2014.0,257.0,Middlesex County, MA
"Middlesex County, MA",2015.0,327.0,Middlesex County, MA
"Middlesex County, NJ",2003.0,45.0,Middlesex County, NJ
"Middlesex County, NJ",2004.0,30.0,Middlesex County, NJ
"Middlesex County, NJ",2005.0,64.0,Middlesex County, NJ
"Middlesex County, NJ",2006.0,40.0,Middlesex County, NJ
"Middlesex County, NJ",2007.0,38.0,Middlesex County, NJ
"Middlesex County, NJ",2008.0,50.0,Middlesex County, NJ
"Middlesex County, NJ",2009.0,15.0,Middlesex County, NJ
"Middlesex County, NJ",2010.0,48.0,Middlesex County, NJ
"Middlesex County, NJ",2011.0,61.0,Middlesex County, NJ
"Middlesex County, NJ",2012.0,86.0,Middlesex County, NJ
"Middlesex County, NJ",2013.0,68.0,Middlesex County, NJ
"Middlesex County, NJ",2014.0,101.0,Middlesex County, NJ
"Middlesex County, NJ",2015.0,85.0,Middlesex County, NJ
"Midland County, MI",2012.0,10.0,Midland County, MI
"Midland County, TX",2005.0,11.0,Midland County, TX
"Midland County, TX",2006.0,11.0,Midland County, TX
"Midland County, TX",2007.0,12.0,Midland County, TX
"Midland County, TX",2008.0,15.0,Midland County, TX
"Midland County, TX",2010.0,12.0,Midland County, TX
"Midland County, TX",2011.0,14.0,Midland County, TX
"Midland County, TX",2013.0,17.0,Midland County, TX
"Midland County, TX",2014.0,17.0,Midland County, TX
"Midland County, TX",2015.0,11.0,Midland County, TX
"Mifflin County, PA",2004.0,10.0,Mifflin County, PA
"Milwaukee County, WI",2003.0,134.0,Milwaukee County, WI
"Milwaukee County, WI",2004.0,145.0,Milwaukee County, WI
"Milwaukee County, WI",2005.0,172.0,Milwaukee County, WI
"Milwaukee County, WI",2006.0,191.0,Milwaukee County, WI
"Milwaukee County, WI",2007.0,170.0,Milwaukee County, WI
"Milwaukee County, WI",2008.0,165.0,Milwaukee County, WI
"Milwaukee County, WI",2009.0,151.0,Milwaukee County, WI
"Milwaukee County, WI",2010.0,147.0,Milwaukee County, WI
"Milwaukee County, WI",2011.0,175.0,Milwaukee County, WI
"Milwaukee County, WI",2012.0,166.0,Milwaukee County, WI
"Milwaukee County, WI",2013.0,214.0,Milwaukee County, WI
"Milwaukee County, WI",2014.0,241.0,Milwaukee County, WI
"Milwaukee County, WI",2015.0,240.0,Milwaukee County, WI
"Mingo County, WV",2003.0,10.0,Mingo County, WV
"Mingo County, WV",2007.0,10.0,Mingo County, WV
"Mingo County, WV",2008.0,18.0,Mingo County, WV
"Mingo County, WV",2010.0,14.0,Mingo County, WV
"Mingo County, WV",2011.0,14.0,Mingo County, WV
"Mingo County, WV",2012.0,18.0,Mingo County, WV
"Mingo County, WV",2013.0,12.0,Mingo County, WV
"Mingo County, WV",2014.0,25.0,Mingo County, WV
"Mingo County, WV",2015.0,12.0,Mingo County, WV
"Minnehaha County, SD",2010.0,11.0,Minnehaha County, SD
"Minnehaha County, SD",2013.0,13.0,Minnehaha County, SD
"Minnehaha County, SD",2014.0,14.0,Minnehaha County, SD
"Minnehaha County, SD",2015.0,18.0,Minnehaha County, SD
"Missoula County, MT",2003.0,11.0,Missoula County, MT
"Missoula County, MT",2005.0,12.0,Missoula County, MT
"Missoula County, MT",2008.0,13.0,Missoula County, MT
"Missoula County, MT",2009.0,14.0,Missoula County, MT
"Missoula County, MT",2010.0,15.0,Missoula County, MT
"Missoula County, MT",2012.0,15.0,Missoula County, MT
"Missoula County, MT",2013.0,12.0,Missoula County, MT
"Missoula County, MT",2015.0,11.0,Missoula County, MT
"Mobile County, AL",2003.0,26.0,Mobile County, AL
"Mobile County, AL",2004.0,27.0,Mobile County, AL
"Mobile County, AL",2005.0,22.0,Mobile County, AL
"Mobile County, AL",2006.0,33.0,Mobile County, AL
"Mobile County, AL",2007.0,49.0,Mobile County, AL
"Mobile County, AL",2008.0,49.0,Mobile County, AL
"Mobile County, AL",2009.0,50.0,Mobile County, AL
"Mobile County, AL",2010.0,39.0,Mobile County, AL
"Mobile County, AL",2011.0,43.0,Mobile County, AL
"Mobile County, AL",2012.0,47.0,Mobile County, AL
"Mobile County, AL",2013.0,57.0,Mobile County, AL
"Mobile County, AL",2014.0,54.0,Mobile County, AL
"Mobile County, AL",2015.0,64.0,Mobile County, AL
"Mohave County, AZ",2003.0,11.0,Mohave County, AZ
"Mohave County, AZ",2004.0,10.0,Mohave County, AZ
"Mohave County, AZ",2005.0,24.0,Mohave County, AZ
"Mohave County, AZ",2006.0,15.0,Mohave County, AZ
"Mohave County, AZ",2007.0,19.0,Mohave County, AZ
"Mohave County, AZ",2008.0,26.0,Mohave County, AZ
"Mohave County, AZ",2009.0,41.0,Mohave County, AZ
"Mohave County, AZ",2010.0,50.0,Mohave County, AZ
"Mohave County, AZ",2011.0,33.0,Mohave County, AZ
"Mohave County, AZ",2012.0,55.0,Mohave County, AZ
"Mohave County, AZ",2013.0,43.0,Mohave County, AZ
"Mohave County, AZ",2014.0,45.0,Mohave County, AZ
"Mohave County, AZ",2015.0,45.0,Mohave County, AZ
"Monmouth County, NJ",2003.0,42.0,Monmouth County, NJ
"Monmouth County, NJ",2004.0,29.0,Monmouth County, NJ
"Monmouth County, NJ",2005.0,48.0,Monmouth County, NJ
"Monmouth County, NJ",2006.0,58.0,Monmouth County, NJ
"Monmouth County, NJ",2007.0,45.0,Monmouth County, NJ
"Monmouth County, NJ",2008.0,38.0,Monmouth County, NJ
"Monmouth County, NJ",2010.0,66.0,Monmouth County, NJ
"Monmouth County, NJ",2011.0,79.0,Monmouth County, NJ
"Monmouth County, NJ",2012.0,80.0,Monmouth County, NJ
"Monmouth County, NJ",2013.0,72.0,Monmouth County, NJ
"Monmouth County, NJ",2014.0,96.0,Monmouth County, NJ
"Monmouth County, NJ",2015.0,103.0,Monmouth County, NJ
"Monongalia County, WV",2008.0,13.0,Monongalia County, WV
"Monongalia County, WV",2014.0,13.0,Monongalia County, WV
"Monongalia County, WV",2015.0,10.0,Monongalia County, WV
"Monroe County, FL",2003.0,17.0,Monroe County, FL
"Monroe County, FL",2004.0,14.0,Monroe County, FL
"Monroe County, FL",2006.0,15.0,Monroe County, FL
"Monroe County, FL",2007.0,17.0,Monroe County, FL
"Monroe County, FL",2008.0,18.0,Monroe County, FL
"Monroe County, FL",2010.0,16.0,Monroe County, FL
"Monroe County, FL",2011.0,20.0,Monroe County, FL
"Monroe County, FL",2014.0,10.0,Monroe County, FL
"Monroe County, FL",2015.0,19.0,Monroe County, FL
"Monroe County, IN",2004.0,11.0,Monroe County, IN
"Monroe County, IN",2007.0,10.0,Monroe County, IN
"Monroe County, IN",2008.0,14.0,Monroe County, IN
"Monroe County, IN",2009.0,15.0,Monroe County, IN
"Monroe County, IN",2010.0,16.0,Monroe County, IN
"Monroe County, IN",2011.0,16.0,Monroe County, IN
"Monroe County, IN",2012.0,18.0,Monroe County, IN
"Monroe County, IN",2013.0,13.0,Monroe County, IN
"Monroe County, IN",2014.0,24.0,Monroe County, IN
"Monroe County, IN",2015.0,16.0,Monroe County, IN
"Monroe County, MI",2005.0,16.0,Monroe County, MI
"Monroe County, MI",2006.0,23.0,Monroe County, MI
"Monroe County, MI",2007.0,29.0,Monroe County, MI
"Monroe County, MI",2008.0,34.0,Monroe County, MI
"Monroe County, MI",2009.0,18.0,Monroe County, MI
"Monroe County, MI",2010.0,19.0,Monroe County, MI
"Monroe County, MI",2011.0,20.0,Monroe County, MI
"Monroe County, MI",2012.0,41.0,Monroe County, MI
"Monroe County, MI",2013.0,36.0,Monroe County, MI
"Monroe County, MI",2014.0,35.0,Monroe County, MI
"Monroe County, MI",2015.0,46.0,Monroe County, MI
"Monroe County, NY",2004.0,11.0,Monroe County, NY
"Monroe County, NY",2006.0,39.0,Monroe County, NY
"Monroe County, NY",2007.0,43.0,Monroe County, NY
"Monroe County, NY",2008.0,53.0,Monroe County, NY
"Monroe County, NY",2009.0,38.0,Monroe County, NY
"Monroe County, NY",2010.0,46.0,Monroe County, NY
"Monroe County, NY",2011.0,54.0,Monroe County, NY
"Monroe County, NY",2012.0,60.0,Monroe County, NY
"Monroe County, NY",2013.0,74.0,Monroe County, NY
"Monroe County, NY",2014.0,97.0,Monroe County, NY
"Monroe County, NY",2015.0,82.0,Monroe County, NY
