County,County Code,Year,Drug/Alcohol Induced Cause,Drug/Alcohol Induced Cause Code,Deaths
"Lake County, OH",39085.0,2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,39.0
"Lawrence County, OH",39087.0,2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,11.0
"Licking County, OH",39089.0,2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,22.0
"Lorain County, OH",39093.0,2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,22.0
"Lucas County, OH",39095.0,2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,54.0
"Madison County, OH",39097.0,2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,11.0
"Mahoning County, OH",39099.0,2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,50.0
"Miami County, OH",39109.0,2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,14.0
"Montgomery County, OH",39113.0,2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,114.0
"Portage County, OH",39133.0,2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,14.0
"Richland County, OH",39139.0,2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,14.0
"Ross County, OH",39141.0,2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,16.0
"Scioto County, OH",39145.0,2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,22.0
"Stark County, OH",39151.0,2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,39.0
"Summit County, OH",39153.0,2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,68.0
"Summit County, OH",39153.0,2010.0,All other drug-induced causes,D9,17.0
"Trumbull County, OH",39155.0,2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,45.0
"Union County, OH",39159.0,2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,10.0
"Warren County, OH",39165.0,2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,24.0
"Canadian County, OK",40017.0,2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,12.0
"Carter County, OK",40019.0,2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,11.0
"Cleveland County, OK",40027.0,2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,31.0
"Comanche County, OK",40031.0,2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,13.0
"Creek County, OK",40037.0,2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,16.0
"Mayes County, OK",40097.0,2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,11.0
"Muskogee County, OK",40101.0,2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,16.0
"Oklahoma County, OK",40109.0,2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,121.0
"Oklahoma County, OK",40109.0,2010.0,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,17.0
"Rogers County, OK",40131.0,2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,10.0
"Sequoyah County, OK",40135.0,2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,11.0
"Tulsa County, OK",40143.0,2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,124.0
"Wagoner County, OK",40145.0,2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,20.0
"Clackamas County, OR",41005.0,2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,32.0
"Deschutes County, OR",41017.0,2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,17.0
"Jackson County, OR",41029.0,2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,15.0
"Lane County, OR",41039.0,2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,29.0
"Lane County, OR",41039.0,2010.0,All other drug-induced causes,D9,11.0
"Linn County, OR",41043.0,2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,12.0
"Marion County, OR",41047.0,2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,32.0
"Multnomah County, OR",41051.0,2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,87.0
"Multnomah County, OR",41051.0,2010.0,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,17.0
"Multnomah County, OR",41051.0,2010.0,All other drug-induced causes,D9,22.0
"Washington County, OR",41067.0,2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,17.0
"Adams County, PA",42001.0,2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,10.0
"Allegheny County, PA",42003.0,2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,213.0
"Armstrong County, PA",42005.0,2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,13.0
"Beaver County, PA",42007.0,2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,24.0
"Berks County, PA",42011.0,2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,15.0
"Berks County, PA",42011.0,2010.0,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,34.0
"Bucks County, PA",42017.0,2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,81.0
"Butler County, PA",42019.0,2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,19.0
"Cambria County, PA",42021.0,2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,37.0
"Chester County, PA",42029.0,2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,43.0
"Cumberland County, PA",42041.0,2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,17.0
"Dauphin County, PA",42043.0,2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,18.0
"Delaware County, PA",42045.0,2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,85.0
"Delaware County, PA",42045.0,2010.0,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,21.0
"Erie County, PA",42049.0,2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,19.0
"Fayette County, PA",42051.0,2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,24.0
"Franklin County, PA",42055.0,2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,10.0
"Greene County, PA",42059.0,2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,13.0
"Lackawanna County, PA",42069.0,2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,29.0
"Lancaster County, PA",42071.0,2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,41.0
"Lawrence County, PA",42073.0,2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,12.0
"Lehigh County, PA",42077.0,2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,36.0
"Luzerne County, PA",42079.0,2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,45.0
"Lycoming County, PA",42081.0,2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,12.0
"Mercer County, PA",42085.0,2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,17.0
"Monroe County, PA",42089.0,2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,15.0
"Montgomery County, PA",42091.0,2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,84.0
"Northampton County, PA",42095.0,2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,25.0
"Northumberland County, PA",42097.0,2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,10.0
"Philadelphia County, PA",42101.0,2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,315.0
"Philadelphia County, PA",42101.0,2010.0,All other drug-induced causes,D9,10.0
"Pike County, PA",42103.0,2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,12.0
"Schuylkill County, PA",42107.0,2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,23.0
"Somerset County, PA",42111.0,2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,12.0
"Washington County, PA",42125.0,2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,34.0
"Westmoreland County, PA",42129.0,2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,56.0
"York County, PA",42133.0,2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,45.0
"Kent County, RI",44003.0,2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,22.0
"Providence County, RI",44007.0,2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,95.0
"Washington County, RI",44009.0,2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,17.0
"Aiken County, SC",45003.0,2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,25.0
"Anderson County, SC",45007.0,2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,33.0
"Beaufort County, SC",45013.0,2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,11.0
"Berkeley County, SC",45015.0,2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,22.0
"Charleston County, SC",45019.0,2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,54.0
"Florence County, SC",45041.0,2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,16.0
"Greenville County, SC",45045.0,2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,61.0
"Horry County, SC",45051.0,2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,39.0
"Lancaster County, SC",45057.0,2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,15.0
"Laurens County, SC",45059.0,2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,12.0
"Lexington County, SC",45063.0,2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,36.0
"Oconee County, SC",45073.0,2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,16.0
"Pickens County, SC",45077.0,2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,28.0
"Richland County, SC",45079.0,2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,45.0
"Spartanburg County, SC",45083.0,2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,46.0
"York County, SC",45091.0,2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,24.0
"Minnehaha County, SD",46099.0,2010.0,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,11.0
"Anderson County, TN",47001.0,2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,16.0
"Blount County, TN",47009.0,2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,29.0
"Bradley County, TN",47011.0,2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,21.0
"Campbell County, TN",47013.0,2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,11.0
"Carter County, TN",47019.0,2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,12.0
"Cheatham County, TN",47021.0,2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,10.0
"Davidson County, TN",47037.0,2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,88.0
"Hamblen County, TN",47063.0,2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,13.0
"Hamilton County, TN",47065.0,2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,32.0
"Hawkins County, TN",47073.0,2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,12.0
"Knox County, TN",47093.0,2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,77.0
"McMinn County, TN",47107.0,2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,18.0
"Maury County, TN",47119.0,2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,13.0
"Montgomery County, TN",47125.0,2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,17.0
"Putnam County, TN",47141.0,2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,12.0
"Roane County, TN",47145.0,2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,19.0
"Rutherford County, TN",47149.0,2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,24.0
"Sevier County, TN",47155.0,2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,23.0
"Shelby County, TN",47157.0,2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,119.0
"Sullivan County, TN",47163.0,2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,19.0
"Sumner County, TN",47165.0,2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,17.0
"Washington County, TN",47179.0,2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,18.0
"Williamson County, TN",47187.0,2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,10.0
"Wilson County, TN",47189.0,2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,17.0
"Bell County, TX",48027.0,2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,22.0
"Bexar County, TX",48029.0,2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,168.0
"Brazoria County, TX",48039.0,2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,24.0
"Brazos County, TX",48041.0,2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,11.0
"Cameron County, TX",48061.0,2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,13.0
"Collin County, TX",48085.0,2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,41.0
"Comal County, TX",48091.0,2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,18.0
"Dallas County, TX",48113.0,2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,163.0
"Dallas County, TX",48113.0,2010.0,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,14.0
"Denton County, TX",48121.0,2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,43.0
"Ector County, TX",48135.0,2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,15.0
"Ellis County, TX",48139.0,2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,10.0
"El Paso County, TX",48141.0,2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,46.0
"Fort Bend County, TX",48157.0,2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,32.0
"Galveston County, TX",48167.0,2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,48.0
"Grayson County, TX",48181.0,2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,14.0
"Guadalupe County, TX",48187.0,2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,11.0
"Hardin County, TX",48199.0,2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,11.0
"Harris County, TX",48201.0,2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,375.0
"Hays County, TX",48209.0,2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,16.0
"Henderson County, TX",48213.0,2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,10.0
"Hidalgo County, TX",48215.0,2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,14.0
"Hopkins County, TX",48223.0,2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,10.0
"Jefferson County, TX",48245.0,2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,34.0
"Johnson County, TX",48251.0,2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,11.0
"Liberty County, TX",48291.0,2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,12.0
"Lubbock County, TX",48303.0,2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,19.0
"McLennan County, TX",48309.0,2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,14.0
"Midland County, TX",48329.0,2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,12.0
"Montgomery County, TX",48339.0,2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,30.0
"Nueces County, TX",48355.0,2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,45.0
"Orange County, TX",48361.0,2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,25.0
"Parker County, TX",48367.0,2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,17.0
"Smith County, TX",48423.0,2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,17.0
"Tarrant County, TX",48439.0,2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,115.0
"Taylor County, TX",48441.0,2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,12.0
"Tom Green County, TX",48451.0,2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,20.0
"Travis County, TX",48453.0,2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,98.0
"Webb County, TX",48479.0,2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,23.0
"Wichita County, TX",48485.0,2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,16.0
"Williamson County, TX",48491.0,2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,27.0
"Davis County, UT",49011.0,2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,22.0
"Davis County, UT",49011.0,2010.0,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,12.0
"Salt Lake County, UT",49035.0,2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,91.0
"Salt Lake County, UT",49035.0,2010.0,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,45.0
"Salt Lake County, UT",49035.0,2010.0,All other drug-induced causes,D9,12.0
"Utah County, UT",49049.0,2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,40.0
"Utah County, UT",49049.0,2010.0,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,28.0
"Washington County, UT",49053.0,2010.0,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,11.0
"Weber County, UT",49057.0,2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,28.0
"Weber County, UT",49057.0,2010.0,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,11.0
"Chesterfield County, VA",51041.0,2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,17.0
"Fairfax County, VA",51059.0,2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,24.0
"Henrico County, VA",51087.0,2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,19.0
"Prince William County, VA",51153.0,2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,13.0
"Russell County, VA",51167.0,2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,12.0
"Tazewell County, VA",51185.0,2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,13.0
"Wise County, VA",51195.0,2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,13.0
"Chesapeake city, VA",51550.0,2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,12.0
"Hampton city, VA",51650.0,2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,11.0
"Newport News city, VA",51700.0,2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,11.0
"Norfolk city, VA",51710.0,2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,10.0
"Richmond city, VA",51760.0,2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,15.0
"Virginia Beach city, VA",51810.0,2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,14.0
"Benton County, WA",53005.0,2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,10.0
"Chelan County, WA",53007.0,2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,11.0
"Clallam County, WA",53009.0,2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,11.0
"Clark County, WA",53011.0,2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,37.0
"Cowlitz County, WA",53015.0,2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,14.0
"King County, WA",53033.0,2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,191.0
"Kitsap County, WA",53035.0,2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,19.0
"Lewis County, WA",53041.0,2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,11.0
"Pierce County, WA",53053.0,2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,84.0
"Skagit County, WA",53057.0,2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,16.0
"Snohomish County, WA",53061.0,2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,89.0
"Spokane County, WA",53063.0,2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,61.0
"Thurston County, WA",53067.0,2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,22.0
"Whatcom County, WA",53073.0,2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,14.0
"Yakima County, WA",53077.0,2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,24.0
"Berkeley County, WV",54003.0,2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,17.0
"Boone County, WV",54005.0,2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,17.0
"Cabell County, WV",54011.0,2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,26.0
"Fayette County, WV",54019.0,2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,15.0
"Hancock County, WV",54029.0,2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,10.0
"Harrison County, WV",54033.0,2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,17.0
"Kanawha County, WV",54039.0,2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,40.0
"Lincoln County, WV",54043.0,2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,12.0
"Logan County, WV",54045.0,2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,20.0
"McDowell County, WV",54047.0,2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,21.0
"Mercer County, WV",54055.0,2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,28.0
"Mingo County, WV",54059.0,2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,14.0
"Raleigh County, WV",54081.0,2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,38.0
"Wayne County, WV",54099.0,2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,17.0
"Wyoming County, WV",54109.0,2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,24.0
"Brown County, WI",55009.0,2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,11.0
"Dane County, WI",55025.0,2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,51.0
"Dodge County, WI",55027.0,2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,11.0
"Fond du Lac County, WI",55039.0,2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,12.0
"Kenosha County, WI",55059.0,2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,27.0
"La Crosse County, WI",55063.0,2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,10.0
"Milwaukee County, WI",55079.0,2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,136.0
"Milwaukee County, WI",55079.0,2010.0,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,11.0
"Racine County, WI",55101.0,2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,12.0
"Rock County, WI",55105.0,2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,17.0
"Walworth County, WI",55127.0,2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,13.0
"Waukesha County, WI",55133.0,2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,34.0
"Winnebago County, WI",55139.0,2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,12.0
"Laramie County, WY",56021.0,2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,11.0
"Natrona County, WY",56025.0,2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,10.0
"Baldwin County, AL",1003.0,2011.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,23.0
"Calhoun County, AL",1015.0,2011.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,12.0
"Cullman County, AL",1043.0,2011.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,10.0
"DeKalb County, AL",1049.0,2011.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,11.0
"Etowah County, AL",1055.0,2011.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,14.0
"Houston County, AL",1069.0,2011.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,12.0
"Jefferson County, AL",1073.0,2011.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,73.0
"Jefferson County, AL",1073.0,2011.0,All other drug-induced causes,D9,36.0
"Lauderdale County, AL",1077.0,2011.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,12.0
"Madison County, AL",1089.0,2011.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,25.0
"Mobile County, AL",1097.0,2011.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,43.0
"Morgan County, AL",1103.0,2011.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,14.0
"St. Clair County, AL",1115.0,2011.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,14.0
"Shelby County, AL",1117.0,2011.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,25.0
"Tuscaloosa County, AL",1125.0,2011.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,21.0
"Walker County, AL",1127.0,2011.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,35.0
"Anchorage Borough, AK",2020.0,2011.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,47.0
"Matanuska-Susitna Borough, AK",2170.0,2011.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,17.0
"Coconino County, AZ",4005.0,2011.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,16.0
"Maricopa County, AZ",4013.0,2011.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,473.0
"Maricopa County, AZ",4013.0,2011.0,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,54.0
"Maricopa County, AZ",4013.0,2011.0,All other drug-induced causes,D9,28.0
"Mohave County, AZ",4015.0,2011.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,33.0
"Navajo County, AZ",4017.0,2011.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,11.0
"Pima County, AZ",4019.0,2011.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,156.0
"Pinal County, AZ",4021.0,2011.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,33.0
"Yavapai County, AZ",4025.0,2011.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,44.0
"Yuma County, AZ",4027.0,2011.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,20.0
"Benton County, AR",5007.0,2011.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,18.0
"Craighead County, AR",5031.0,2011.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,10.0
"Crawford County, AR",5033.0,2011.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,14.0
"Faulkner County, AR",5045.0,2011.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,11.0
"Garland County, AR",5051.0,2011.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,10.0
"Pulaski County, AR",5119.0,2011.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,34.0
"Saline County, AR",5125.0,2011.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,10.0
"Sebastian County, AR",5131.0,2011.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,15.0
"Washington County, AR",5143.0,2011.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,13.0
"Alameda County, CA",6001.0,2011.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,139.0
"Butte County, CA",6007.0,2011.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,76.0
"Calaveras County, CA",6009.0,2011.0,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,10.0
